processed_review,sentiment,confidence
among havent seen yet believe hype really good breaking bad may depict reality way generation kill wire either artistic point view performance writing direction camera music show every bit good two mentioned unlike breaking bad want entertain therefore enjoys lot creative freedom show play like daydream fantasy underachieving struggling middle class family man who bury dream mean wouldnt want methkingpin little turn nightmare one could almost say heisenberg walter white tyler durdenfor dont get reference watch fight club wont regret pure entertainment value simply best show ive ever seen every single one main character already reached status screen icon ever happen fun ive ever watching tvshow instant classic,POSITIVE,0.9501479268074036
nothing compare nothing come close may currently th dose show still addictive beautiful first time,POSITIVE,0.9980154037475586
waiting see got ended greatest failed miserably finale season especially last mainly finale episode writer need take note like breaking bad ending planned begging didnt try build massive brand following behind show extend season stuck plan created greatest show may ever see thank existing,NEGATIVE,0.9956724643707275
show deserves breaking bad simply greatest,POSITIVE,0.9905402660369873
usually dont comment show best ive seen life ive seen lot show setting character development actor everything pitch perfect im fourth run show still love there show watch many time still excited dynamic walter jesse awesome watch show year never get bored forget hyped show youll watch one watch right havent already show got excited last decade dark look rating breaking bad youll know whats many show hold rating long,POSITIVE,0.989108681678772
let start saying trying start fight insult anyone expressing opinion hard get new show find quite repetitive breaking bad exception dont know understand show got many review agree writing good found lot redundant simple two guy manufacture meth need distributor find distributortheir partnership go sour distributor find way kill distributor rinse repeatadd little moral questioning bromance write breaking bad personally speaking found show like niptuck though far farfetcheda great deal interesting creative bb opinion,NEGATIVE,0.973332405090332
breaking bad one important series history acting awesome story boring im sorry thats opinion,NEGATIVE,0.9994505047798157
probably havent hooked tv show like breaking bad beautiful piece art incredibly well written directed furthermore actor tremendous job ive read remark pace show saying slow completely disagree many aspect get place series every single one way would horrible wed see fast paced show containing ridiculous cliffhanger like see major network way entirely fall love show character every tiny detail story best part unbelievably addictive make starve week week kudos mr gilligan kudos mr cranston kudos everyone else who making contribution show,NEGATIVE,0.9869047999382019
till season likely best tv show ever made term suspense character development plot effect acting doubt se probably point stop imagine ending guaranteed better character development otherwise may end rating one overcome disappointment,NEGATIVE,0.9713747501373291
master piece written perfection mesmerizing gripping shocking someone binge watching show heshe need timeoff get head around thing accept messed yet mind blowing development yet cant hate enough final season like came know love wrong one along like looking completely different person like seeing dream expectation get destroyed let betrayal,POSITIVE,0.9962247610092163
let say youre reading review havent watched got yet finished considering marathon whats consensus case consensus accurate season outstanding deep worldbuilding intelligent dialogue epic setpieces worthy hollywood expert acting detailed plotting genuine surprise great soundtrack used sparingly got worth watching season definitely season suddenly notice writing plotting taken sharp dive downwards quality inexplicable idea inconsistent characterisation soapopera drama least entertainment value still high get pas season drop chasm depth didnt think possible writing got amateurish stillfantastic production value longer enough save ever enjoyed lost amazed bad final season youre familiar territory biggest problem final season took u story got u thinking many weakness lost suspension disbelief fatal fiction also ruined seriesarcs point rewatch entire series pointless recommend got marathon newcomer yes first season worth disappointment later best series time couldve dropping ball final stretch put behind following superior series worthy marathon,NEGATIVE,0.9473329782485962
im feeling heartbroken see everyone criticising favourite show time yes course thats bad making season finale totally understand year hardwork creating developing every character bottom top memory emotion throughout process went vain one bad making painful accept audience invested lot time watching show starting finishing like long long journey dont even remember day started watching since waited next year come new season cant say anything one last request could please delete whole season make new version please,NEGATIVE,0.9989499449729919
prepare house dragon look back brilliance game throne season truly outstanding television right soprano breaking bad mad men wire best best season drop quality still somewhat enjoyable came season blunder epic proportion rushed botched lazy ending slap face new old fan alike said nothing take away wild brilliant emotional ride game throne season television show defined decade changed pop culture forever like believe cancelled season never get see true ending,POSITIVE,0.6999185085296631
game throne boast intricate plot complex character stunning cinematography intense action sequence especially many battle fight hard deny wasnt cultural phenomenon captivated many others eight season ive rated game throne nine ten wellwritten multilayered storytelling fantastic production value however despite still amazing visuals extremely high production value like many fan disappointed extent frustrated final season storytelling certain plot point handled lowered rating ten nine despite game throne still remains mustwatch series would still highly recommend fan fantasy drama genre general,POSITIVE,0.997820258140564
end ruined reminds lost cant judge anymore without thinking ending wouldnt recommend friend knowing bad handled end wow wow dont regret ride never seen good show fall apart like guess check cashed care artistic integrity,NEGATIVE,0.9910764694213867
know lot people say ton different show game throne absolutely without doubt one best tv show ever createdits damn near perfect except maybe last episode last season easily one alltime favorite show yeah last episode season werent good ending awful first season amazing still get one rare show watch way first episode last never get bored im pretty sure there never show talked loved history television got read review see loved show really absolutely amazing,POSITIVE,0.9982941746711731
overtime gradual binge watching game throne first episode gradual busy heard nothing amazing thing friend family imdb reviewer plus great cast talent brilliant book series could possibly go wrong good news game throne didnt go wrong quite opposite rare television show original source material justice treat respect merit one finest addictive consistently compelling show recent year television show brilliant one actually check made television everything done high level put many film made today shame one strongest example acclaimed show deserves every ounce praise garnered visually game throne look amazing scenery throughout spectacular set hugely atmospheric beautiful eye real meticulous eye detail costume suit character tee special effect best television programme overused abused scale detail actually character soul better lot bigbudget blockbuster well cinematography editing cinematic quality well one talk game throne without mentioning thematically orchestrally atmospherically multilayered music scoring unforgettable main theme worthy highbudget fantasyactiondrama film hard bowled quality writing outstanding isnt strong enough adjective describe good writing always natural flow layered thoughtprovoking demonstrates wide range emotion suspenseful tension poignant pathos witty humour storyline paced beautifully structured nuance attention coherence high emotional level touch upon complex sensitive theme intelligence tact whenever there setpiece actionoriented scene there always reason never sake setpieces done lot epic scale superb staging excitement dramatic tension underneath scale flashy attention detail lot heart multilayered one theyre overlong place element character huge part appeal game throne character well developed close real life one get despite fantasy world character hero villain archetype joffrey one close difference though extremely interesting one lot development rank well beyond one hundred percent threat level scale much strength flaw decision logical one doesnt like character less decision right one mistake acknowledged learnt game throne cast full talented name thanks well rounded character great writing nothing best gotten even favourite mine big acting standouts peter dinklage sean bean lena headey jack gleeson joffrey king young character redeeming bone body conclusion absolutely outstanding rare television show worthy cinematic modern classic review may sound superlatively hyperbolic game throne good bethany cox,POSITIVE,0.9691577553749084
imagine go ice cream shop order sundae theyve got kind nice stuff going beautiful delicious soft serve vanilla bean ice cream hot fudge freshly cracked peanut woah brownie delicious house made whipped cream man sundae gon na spectacular wow could ask cherry top bring sudden put anchovy top another couple squirt dijon mustard good measure dont even want sundae anymore fact cant even look back nice sundae used without thinking stupid end going well thats essentially game throne tried rewatch got first season began looking piece land end literally impossible go back many ruined character arc much pointlessness every time come back drop one star seems like game throne beautiful anchovy sundae,POSITIVE,0.9482371211051941
said game throne hasnt already said universally thought one best series history television look best show ever list promise youll find game throne near top every list youll find obviously everyone know last episode absolutely awful even actor come said didnt like said doesnt take away show amazing one bad show doesnt take away episode almost perfect ive watched entire series way twice anything appreciate show even,NEGATIVE,0.9882903099060059
first series would recommend anybody amazing piece work stunning tv series ever watch gave last season still good disappointing compared season enjoy every episode,NEGATIVE,0.5231245160102844
season practically perfect much say many great moment many great episode well writer kinda ran book adapt season pretty boring time truly moment even best episode show season could really see dip quality everything felt rushed really stupid ofc season biggest disapointment ever seen never seen anything terrible ending stupidest thing ever seen character stupid everything felt even rushed character basically ruined writing overall still give first half show ofc still moment would still consider show masterpiece would recomend truly must watch show,NEGATIVE,0.9984006285667419
series like never seen rocked last season flop congratulation anyway,NEGATIVE,0.9633529782295227
loved series much came season episode disgraceful ending season season season ep,POSITIVE,0.9620554447174072
started greatest series time worst ending time,NEGATIVE,0.9992355108261108
avid reader often disappointed represented silver screen initially get excited see one favorite series big screen eventually walk away disgusted whatever reason show movie based epic book series absolutely butcher original content saw preview game throne hbo immediately skeptical oh going watch didnt high expectation hold little hope hbo known high quality show absolutely shocked watch pilot realize followed book almost perfection language used actor similar way written book event skipped stayed true story without adding removing acting superb actually felt like looking winterfell first time feel like ive actually got face add character ive reading long time read book may feel though blatant sexuality addition hbo add spice series case book contained sexuality shown pilot proud hbo producing amazingly accurate product watching every week sure enjoyed saw pilot know many plot twist action filled evening come game throne ton potential one greatest series ever produced would highly recommend fan series newcomer alike update watched episode wanted come back report even episode series staying true written story overall acting still good hate watch show make look like actor reading script dont get impression hbo adaptation episode series leaf itching next weekend really hate watching show real time enjoy absorbing several hour show one time good show keep looking forward whole week special note viewer read book keep watching series numerous twist turn full epic battle action may seem like taking little develop reward well worth wait even episode would still highly recommend anyone,NEGATIVE,0.9979733824729919
believe negative review honestly understand reviewer given low rating think people love sound voice think opinion worth something disagreeable simply sake said show stunning never read book want much crap tv renewed year year csi house etc us cheap gag pointless sometimes ridiculous plot unbelievable many time one dimensional character yet truly great show get cancelled enough braindead television show come along transport another world make believe magic television game throne one show complex multilayered surreal vibrant imaginative draw eye surprising level detail sweeping vista narrow dungeon beautiful castle magnificent tree contrasting landscape worth watching scenery alone yes acting seems little cold even wooden time perfectly keeping medieval look feel show yes dark gloomy keeping narrative scripting intelligent well delivered competent acting led sean bean perfectly cast lord edard although sean bean better known brooding bad guy strike perfect balance father husband lord soldier well supported well known actor many new scene watching sometimes enjoying camelot show make one look like merlin comparison camelot lack depth scripting game throne strike perfect balance brooding medieval angst wonderful fantasy story telling even never watched fantasy show miss,NEGATIVE,0.9955605268478394
first want watch series started watching couldnt stop became exciting season great actor disappointed end season,NEGATIVE,0.9835247993469238
finally watched mandalorian putting long absolutely loved dont consider huge star war superfan like fan regular fan really enjoys watching movie even didnt mind latest trilogy rogue one solo mandalorian without doubt best thing star war related since original trilogy jon favreau mostly known actor he also underrated director he done amazing movie iron man iron man elf swinger made cowboy alien jungle book etc ive really enjoyed cant wait come,POSITIVE,0.9960441589355469
mandalorian every bit good everyone say easily best thing star war done since original trilogy every episode every season good far jon favreau definitely hit home run mandalorian lone gunfighter make way galaxy fall empire come across baby yoda pretty much adopts brings along adventure show every star war fan waiting go show still make good content want every episode action packed hook beginning youll want binge fast possible must watch star war fan,POSITIVE,0.9985199570655823
star war atmosphere feeling ive waiting dumb humor cool character story take seriously im big fan theyve done series far current star war filmmaker need take note cinematography amazing tell use practicality much possible cgi used obvious like spaceship creature etc truly remarkable balance old new,POSITIVE,0.8171499371528625
one thing bring back element character setting story flash front audience cash nostalgia andor recognisable memorabilia without using plot exactly opposite time star war directive understood unique product lend corporate filmmaker star war need understood uniqueness acknowledged order make new story feel like belong may sound obvious ever wondered new sw movie controversial may reason like spiderman spiderverse comicbookindustry expert participation creator behind mandalorian expert industry connoisseur star war universe even long time fan able recapture aesthetic grimy battered star war also build upon taking subtle thing account thing like predominancy puppet practical effect cgi setting feel touch green screen abundancy known element previously seen star war whole batch new creature design overall plot element felt like belong universe always exceeding expectation visual aspect narrative might late story element great importance try watch unraveling story unspoiled lucky seen premiere show memefication certain element went viral became one biggest highlight show saw reveal element unspoiled pleasantly shocked memory ill always carry ability creator generate shock value deep moment often baffling proof creator behind narrative fully aware complexity universe tampering like experienced surgeon able tweak traverse call back star war element please astonishing result seems obvious series creator jon favreau turn gold everything touch influence mcu first iron man movie still regarded today favorite among infinite marvel movie remarkable commercially successful liveaction jungle book lion king disney movie seems understand treat franchise exploiting nostalgia aspect rather use fuel new story revive experience mention contributor amazing show hype expectation quality show beloved name like taika watiti legendary star war showrunner dave filoni show today capable hand possible away corporate meddling kathleen kennedy despite everything right found thing distanced merely one small almost inevitable aspect dont think huge lore star war escape something make worldbuilding real subtle callback reference found name element aspect nonstar war lore fan identify even though read know deeper lore like get cast aside picking straight know reference people dont know gungan wont get ugly gungan joke instance rest story followed understood feel selfcontained dont need know much sw status quo time simplified term empire ruled galaxy world mercenary adhere code among there magical energy flowing u called force there group forcewielding knight fight light sword thats anything else need know presented story explained exposition huge universe star war must order able tell story worthy sw show predominant reason mandalorian get star war right reason believe stand among many others show warning mild mild spoiler ahead season end spoilery stuff conclusion mandalorian worthy sequel ot maintaining aesthetic theme recognisable element providing new incredible idea amount incredible universe star war able keep itll become one best sw medium come history disney star war seems know stumbling couple time commend sw isnt easy franchise expand continue despite amount story left told know saying nobody hate star war star war fan praise work done everyone involved way,POSITIVE,0.9671915173530579
jon favreau charge future star war project exactly give star nothing perfect close hat,POSITIVE,0.9016560912132263
incredible leap live action star war television mandalorian delivers capturing feel classic trilogy well unique identity sweet spot western sci fi action comedy many star war fan experienced expertly crafted story filoni series like clone war rebel influence shine bright mandalorian believe star war fan absolutely thrilled see expertise bring excitement wonder back galaxy far far away,POSITIVE,0.9997091889381409
jon favreau fantastic job beautiful well crafted series bind nicely star war story give depth highly recommended,POSITIVE,0.9998530149459839
show refreshing breeze great quality star war hopefully episode horrible era star war end finally get wanted whole time great story set star war universe story like make sense story hook u make u want make u relate character screen showing weakness along strength mandalorian faced adversity two episode rey two three hour movie definitely favorite character disney star war era said line brilliant directing brilliant script brilliant execution everything cant wait see story go john favreau gratitude respect,POSITIVE,0.9995697140693665
finally feel like star war universe cinematography atmosphere story line wow negative episode short,NEGATIVE,0.9974203109741211
star war feel like star war look like star war tough concept genius associated film get subversion needed forced yr old humor political agenda make look feel like original star war trilogy fan happy literally simple,POSITIVE,0.6138581037521362
like gave mandalorian personality good vista action setpieces solid comedy fun little addition star war canon bounty droids officially awesome general sense adventure dig small big time good stuff hope keep especially appreciate fact employed service carl weather,POSITIVE,0.9998352527618408
here updated review conclusion season season mediocre opinion think outlook star war project changed since watched andor thing paled comparison magnificence show season werent perfect stretch imagination still entertaining latter entertaining well probably wont ever watch episode arent groundbreaking season mostly earth weekly bounty hunter show solid start season cool cameo mostly worked progression great season saw great fall quality disjointed flawed terrible disappointing season hope give u compelling finish,POSITIVE,0.8662415742874146
watching last episode take break writing sloppy bad predictable disappointed favreau team sometimes wonder got child write script almost every scene find bewildered character arent using little brain cell bo katan character development like character deterioration even bo katans story weak feel forced time choreography also terrible throughout season fortunate endless budget gave u stunning visuals there much else praise season season im left feeling though stopped caring started collected paycheques still cant believe much worse season compared s would much lower without beautiful visuals,NEGATIVE,0.9870232343673706
new chapter starwars one like havent seen first feel star war vibe mile away beautiful worldbuilding production costumedesign thrilling cinematography great soundediting however aspect divide artwork trilogy type storytelling example focusing completely one character making one character interesting great cast great producer high hope little show thanks advantage mr favreau,POSITIVE,0.9969411492347717
closest feel weve ever gotten original first episode captured vision child lying bed reading bounty hunter sleazy underground operated making story sick go school could stay home get lost universe laid really feel like watching expanded universe book come life cant think could pulled better hat jon favreau true understanding star war dave filoni setting tone series perfect way childhood thanks,NEGATIVE,0.8538663983345032
mandalorian far everything anyone could ask wellcrafted yet see one flaw pedro pascal really mask time fantastic imperturbable would seem outerspace tough guy bounty hunter soft heartofgold helmet third episode still budge know coming though dont waiting small fraction fun least somewhat side slowpaced v fastpaced opinion add appeal savor onscreen antic action dialogue knowing coming actually find kind exquisite pacing literally dare look away think youll miss anything even steady pace wont want speaking visuals quite impressive entire thing lucas star war landscape time anyone see minute clip manadalorian without knowing immediately belongs star war universe twist thrown universe strong proverbial cowboy word carry big stick im fan hardly wait episode,NEGATIVE,0.9803863167762756
easily best thing disney star war produced faith disney star war restored great job one disney side note think jon favreau oughta running disney star war instead kathleen kennedy actually understands capture essence star war,NEGATIVE,0.993955671787262
im huge star war fan admit hope beginning lost excited mandalorian bar set low god man amazing cant believe good og star war vibe crazy like took original star war buffed modern day big budget cgi without making crappy blockbuster story actually incredible far every episode better last gon na watch online ive got ta support disney finally allowing something good come owning star war thanks jon favreau way,POSITIVE,0.9911275506019592
there much say great show solid acting great cast script dive sw lore superb fx pratical digital lead real sw atmosphere lack last movie trilogy im long time sw fan say new trilogy brought new stuff franchise blablabla trilogy pain as watch indeed instead watch mandalorian way much better many way,NEGATIVE,0.856584370136261
right well yeah grew star war loving ever since star war episode new hope still loving today mandalorian announced thrilled sat entire first season must say impressed entertained enjoying tremendously creator jon favreau definitely something series something close original trilogy man phenomenal storyline interesting good variety something everybody ranging classic star war action term duel gunfight space combat know mean mandalorian offer nice insight term mandalorian fairly poorly portrayed average public casual viewer anyone welltraversed universe star war mean show made one friend come say thought mandalorians evil way living mentality creed special effect tv series good ever doubt lucasfilm disney behind project classic star war feel added multiple layer managed make tad gritty also classic western feel work marvelously favor series main character mandalorian aka dyn jarren well interesting really nice quality touch character must say pedro pascal portrays helmet main character quite well main character doubt fact child public dubbed baby yoda stolen show like awesome cute wields force liked child first time saw screen episode liking grown grown mandalorian play right button fan star war universe especially brought stormtroopers scout trooper death trooper tie fighter series felt right felt like coming home series carried pedro pascal alone nice acting performance like carl weather werner herzog gina carano nick nolte mention prominent performer great cast people perform quite well bringing character life rich vibrant universe prop costume spot many amazing detail every episode helped bring star war universe screen great way seen every episode three four time first time around storyline going back watch detail plus must admit show entertaining enough support multiple viewing certain winner star war universe much needed addition franchise rating solid ten ten star,POSITIVE,0.9987983703613281
actually liked first two season concluding great ending entertaining well made additio star war universe although episode season three well played directed seems overall story forced conclude sequel worst possible scenario season three feel incomplete pointless time many substorylines started concluding storyline follow episode felt totally touch complete story could cut episode three hour without missing anything imprtant end andor remains disney produced series worth watching,POSITIVE,0.9166433811187744
somehow producer money men managed get hold mandalorian ruin season look cheap devoid earlier quality tonally previous two season seems imbecile brought u boba fett obiwan managed insert brilliant mandalorian recent season therefore quality dipped remarkably whilst kid friendly casting cheap sceniccostume work snuck point felt like watching xena warrior princess waste well almost there flash old season point remind youre missing,NEGATIVE,0.9980005621910095
many year postponing finally decided watch star war movie also series since different way watch im going chronological order release date order make sense maybe watched couple movie young probably dont remember anything new maybe one day understand whole hype star war saga watching phantom menace attack clone revenge sith solo star war story rogue one new hope empire strike back return jedi time mandalorian supposed happening return jedi force awakens logical watch hope much season though loved show pedro pascal perfect mandalorian episode quite short enjoyable watch certainly watched movie nice continuation saga write whatever want early movie saga modern one beat everything quality acting technology series binge watched first season hour thats good thought next force awakens honest cant wait watch season mandalorian best thing whole star war saga thus far,NEGATIVE,0.7956083416938782
never used watch show wife loved show whenever would watch would never pay attention interest one day happen look see something funny got hooked character show one relate chandler started watching rerun wife time tb wife passed away september last year cant bring watch show say show definitely worth watching sad see go thank matthew making wife laugh rest peace,POSITIVE,0.9963891506195068
mustve rewatched series dozen time since first aired hearing devastating news morning matthew perry passed away im watching new pair slightly sadder eye friend got sad difficult childhood sitting watch new episode pm every friday channel one thing remember family together argument first watched year old getting joke laughing mostly chandler way episode watching year old understanding far well trouble love work life friendship brilliant show,NEGATIVE,0.7507181167602539
said friend hasnt already said easily one best sitcom alltime every best sitcom ever list reasonbecause doesnt convince read review youll see loved show really cast perfect weak link entire show almost everyone find someone show identify ive seen every episode numerous time considering always still laugh much every watch first time watched ill continue watch rerun laugh doubt ill ever get bored show,NEGATIVE,0.599140465259552
still love friend much adult originally year ago still kid one alltime great sitcom funny watching rerun watching first time probably tell still popular show even year later always seriously many channel run rerun almost find anytime throughout day many show hold funny today year ago friend absolutely one show six main character almost equally funny truly one best comedy ever made,POSITIVE,0.9996215105056763
happy watch friend sad watch friend sure yet watch friend,POSITIVE,0.9994271993637085
never sitcom truly picture life among single twentysomething good show comedy present episode way one truly identify situation face audience something talk coffee shop humor universal feel like im part group every time watch feel different emotion go plus course much fun fastpaced every scene every moment relative going happen next dont feel like dragging onto nothing like sitcom funny,POSITIVE,0.9506381750106812
friend simply best series ever aired acting amazing watching episode stop referring actor real name altogether even appear another movie character addictive none completely positive negative would quite easy get along annoyed real life yet together even divided group create amazing chemistry people desire lucky one humor wonderful matter type humor like get point find least something absolutely hilarious slapstick light humor dark humor raunchiness cheesiness little bit everything story captivating viewer keep coming back see situation fate writer put character today truly television masterpiece however many people scoff mentioning friend guess theyve never seen paid attention show easy discard something everyone like unique reality uniqueness actually bias watch episode making judgement chance youll fall love would serious doubt one sense humor heard hated friend,POSITIVE,0.9993239641189575
okay watched friend year ago become daily part life im engineering student often come home exhausted uni watch friend sister day relax love show character make laugh forget worry lot people complaint show saying doesnt enough poc character unfunny poc literally problem show lack poc character honestly mean doesnt bother much agree seinfeld better joke friend doesnt mean friend isnt funny different simple flawed make show good watch lot people watch friend learn english fun everything woke masterpiece people enjoy cherish please forget show came back creator didnt focus much different agenda,NEGATIVE,0.9906504154205322
series aged like fine wine finished whole series within month like episode like hour content thats much interesting series cliff hanger end season suspenseful couldnt wait watch next season joey phoebe chandler monica ross rachel like friend end series comedic timing funny element show point important fact finishing series could start series feel fresh immense amount repeat value wouldnt get bored even watching several time could go page meme sitcom reference star show created speak form self,NEGATIVE,0.8421164155006409
remember amount time ive sat thought want watch new series netflix start new film minute watching something new thought bother switch watching friend easy watch great comedy full content thats completely original watch learn character grew would respond certain situation without overhead laughter background dont know single person hasnt seen one reading review favour grab glass wine whatever prepare back back television greatness thank friend,NEGATIVE,0.9089296460151672
wont lie say im probably one people think show funny recommended multiple time actually give try first episode meh kept watching found actually loving show really good super chill think actually know character appreciate humor show one gotos im feeling friend overrated always people recommendation keep scrolling past list seriously good show worth giving shot,POSITIVE,0.9982337951660156
never watched something unfunny fake weird wanted see hype didnt stop watching even thought cant get worse saw season everyone kept saying get better well didnt character fake especially joey longest time believed didnt like sitcom found show actually interesting story developing first two last two episode season honestly dont get sincerely understand show popular even today truly really good series sitcom,NEGATIVE,0.9542226791381836
day cant figure made average sitcom especial people best conclusion could reach show served escapism real issue american people suffering day perhaps seeing character could overcome topic divorce infidelity sexual inclination obsession etc smile face real people way could deal issue way however friend fictional show much happened albeit taken reality dealt lighthearted way sum although premise interesting six friend living together new york development plot character could bit realistic,NEGATIVE,0.9489721059799194
everyone say seinfield greatest show ever love seinfield doesnt come close friend every episode friend make laugh nonstop grown love character happens fitting personality character absolute genius rachel spoiled yet sweet girl monica mother figure phoebe hippy chick joey dopey yet cool italian chandler sarcastic loser ross neurotic victim stay together help problem big city ive got every season dvd sitcom opinion greatest sitcom time changed tv world forever great show,POSITIVE,0.9976910352706909
friend without doubt best american tv show ever air sad hilarious storyline make feel sadness jot situation actor fantastic really feel like know part end show show never forget make constant reference episode wish show could come back air miss much im glad got fame deserved,POSITIVE,0.893255889415741
even funny really great show must watch,POSITIVE,0.9997201561927795
want show filled romancedrama comedy show fit filled romancedrama comedy wherever go never forget showthose character series unlikely give good review friend really captured heart show best show ever watched make laugh whenever lonely watch show happy actor actress portray character well story unique script amazing gave reason love recommend watch,POSITIVE,0.9995018243789673
fan friend tv show character well developed independently together play well moment cheesy others funny rest well acted dialogued cast least give first season episode go still dont like dont watch enjoy well developed multi character show friend sure make laugh want get know character television show bound goof inconsistency television show ever ever history tv perfect plan buying whole series blueray soon add dvd,NEGATIVE,0.9686112999916077
really crazy still watch friend time week nothing could cheer like full day humor character detail see every time ive watched every episode lot born last season bought came dvd friend book missing frankie say hi tshirt join collection dissapear serie watch love big crazy fan say bye x,NEGATIVE,0.9811164140701294
love show much friend sitcom could easily bingewatch time day able finish whole season ran year month thats great cant even give negative review anything youll really learn love character time wonder people clamored reunion cast cant get enough youre feeling think could use good laugh put one top towatch list doesnt matter show ran humor timeless perfect world could pick series could run forever friend would show notice different tv network still rerun present time even ended back youll find new generation viewer watching loving surprised discover cast quite old already nothing could beat,POSITIVE,0.7718963027000427
quoting body totally agree get wish genie someday would ask erase memory watch friend afresh relish priceless moment say friend good situation comedy would gross understatement monumental proportion watch friend dont watch live perfect make life every moment good bad together make life perfect matter kind person always relate story line unlike contemporary serial one narrow perspective fart joke clichs stereotypical bullshit original daytoday incident fun laughter quarrel associated joke joking sake would blow mind think anyone create six character like chandler bing monica geller joey tribbiani phoebe buffay rachel green ross geller hand best thing ever tv,NEGATIVE,0.9746893048286438
day worldwide success friend still bit mystery sure show moment nothing groundbreaking laughingoutloud funny would justified accolade friend ambivalent show pretense believable still relying heavily old sticom material character supposed oh modern new end fell stereotype show devolving comedysoap whatever development character either shortlived flimsy flanderization ie comical unrealistic exaggeration specific trait wasnt dominant earlier core show infamous rossrachel love story stopped interesting equally infamous break debacle changed mind heart drop hat seriously harmed empathy long drawnout relationship work least one half couple genuinely suffering breakup turned ross rachel instead acted like th grader along rhyme reason almost felt like getting back together writer haily mary pas idea let get ross rachel share kiss baby happy ending feel like token sendoff tie loose end really another kneejerk reaction two adult clearly cant put act together lack development hit joey well despite least objectionable human lot youre willing gloss tactless approach dating go suave lady man childlike moron who less married friend baby aborted love story rachel could much better finale given indeed showing softer side ala rossrachel monica chandler shared tragicomically traumatic childhood left scarred finding made sense exaggerated personality quirk monica control freak chandler socially inept theyre believable character end phoebe fun small dos shes clearly mental issue shoehorning married life albeit still retaining outthere personality felt forced thats annoying side show hype great review friend another sitcom plenty forced drama innovative love story cute girl dork still sold top feature maintain wasnt great oh well least show aged horribly chance still perceived one best time getting smaller nostalgia still keep going strong loved much back ask watch see worth praise,NEGATIVE,0.9956596493721008
